Entry No;Booking date;Ledger account;Amount;Posted by;Narration
h_105;10/03/2023;Trade receivables;-39.27;Charlie;Watering Can
h_46;10/03/2023;Trade receivables;58.91;Bob;Watering Can
h_46;10/03/2023;Revenue, 19% VAT;-49.5;Bob;Watering Can
h_46;10/03/2023;VAT payable, 19%;-9.41;Bob;Watering Can
h_5;10/03/2023;Trade receivables;39.27;Charlie;Watering Can
h_5;10/03/2023;Revenue, 19% VAT;-33.0;Charlie;Watering Can
h_5;10/03/2023;VAT payable, 19%;-6.27;Charlie;Watering Can
i_11;10/03/2023;Trade receivables;366.78;Bob;Lawn Mower
i_11;10/03/2023;Revenue, 19% VAT;-308.22;Bob;Lawn Mower
i_11;10/03/2023;VAT payable, 19%;-58.56;Bob;Lawn Mower
x_51;10/03/2023;Salaries;317.08;Alice;Wage tax Max March
x_51;10/03/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Max March
x_54;10/03/2023;Salaries;317.08;Alice;Wage tax Alice March
x_54;10/03/2023;Bank — secondary account;-317.08;Alice;Wage tax Alice March
x_57;10/03/2023;Salaries;317.08;Alice;Wage tax Bob March
x_57;10/03/2023;Bank (Postbank) — main account;-317.08;Alice;Wage tax Bob March
x_60;10/03/2023;Salaries;251.0;Alice;Wage tax Charlie March
x_60;10/03/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax Charlie March
x_63;10/03/2023;Salaries;251.0;Alice;Wage tax David March
x_63;10/03/2023;Bank (Postbank) — main account;-251.0;Alice;Wage tax David March
a_109;13/03/2023;Cost of merchandise, 19% input tax;2.48;Alice;Gardening Gloves
a_109;13/03/2023;Deductible input tax, 19%;0.47;Alice;Gardening Gloves
a_109;13/03/2023;Trade payables;-2.95;Alice;Gardening Gloves
a_203;13/03/2023;Cost of merchandise, 19% input tax;722.7;David;Wheelbarrow
a_203;13/03/2023;Deductible input tax, 19%;137.31;David;Wheelbarrow
a_203;13/03/2023;Trade payables;-860.01;David;Wheelbarrow
a_73;13/03/2023;Cost of merchandise, 19% input tax;240.9;Max;Wheelbarrow
a_73;13/03/2023;Deductible input tax, 19%;45.77;Max;Wheelbarrow
a_73;13/03/2023;Trade payables;-286.67;Max;Wheelbarrow
a_81;13/03/2023;Cost of merchandise, 19% input tax;365.4;Bob;Hedge Trimmer
a_81;13/03/2023;Deductible input tax, 19%;69.43;Bob;Hedge Trimmer
a_81;13/03/2023;Trade payables;-434.83;Bob;Hedge Trimmer
b_648;13/03/2023;Trade payables;95.56;Max;Wheelbarrow
b_648;13/03/2023;Cash-in-hand;-95.56;Max;Wheelbarrow
c_335;13/03/2023;Trade receivables;196.35;Alice;Garden Hose
c_335;13/03/2023;Revenue, 19% VAT;-165.0;Alice;Garden Hose
c_335;13/03/2023;VAT payable, 19%;-31.35;Alice;Garden Hose
c_470;13/03/2023;Bank (Postbank) — main account;33.18;David;Shovel
c_470;13/03/2023;Trade receivables;-33.18;David;Shovel
c_565;13/03/2023;Bank (Postbank) — main account;70.92;Alice;Garden Shears
c_565;13/03/2023;Trade receivables;-70.92;Alice;Garden Shears
c_667;13/03/2023;Bank (Postbank) — main account;630.65;David;Wheelbarrow
c_667;13/03/2023;Trade receivables;-630.65;David;Wheelbarrow
f_127;13/03/2023;Cost of merchandise, 19% input tax;974.4;Fred;Hedge Trimmer
f_127;13/03/2023;Deductible input tax, 19%;185.14;Fred;Hedge Trimmer
f_127;13/03/2023;Trade payables;-1159.54;Fred;Hedge Trimmer
f_205;13/03/2023;Trade payables;4.43;Fred;Gardening Gloves
f_205;13/03/2023;Bank (Postbank) — main account;-4.43;Fred;Gardening Gloves
f_354;13/03/2023;Trade payables;191.11;Fred;Rake
f_354;13/03/2023;Bank (Postbank) — main account;-191.11;Fred;Rake
h_32;13/03/2023;Trade receivables;157.66;Charlie;Wheelbarrow
h_32;13/03/2023;Revenue, 19% VAT;-132.49;Charlie;Wheelbarrow
h_32;13/03/2023;VAT payable, 19%;-25.17;Charlie;Wheelbarrow
x_68;13/03/2023;Maintenance of operating premises;900.0;Alice;Maintenance March
x_68;13/03/2023;Deductible input tax, 19%;171.0;Alice;Maintenance March
x_68;13/03/2023;Bank (Postbank) — main account;-1071.0;Alice;Maintenance March
a_106;14/03/2023;Cost of merchandise, 19% input tax;12.4;David;Gardening Gloves
a_106;14/03/2023;Deductible input tax, 19%;2.36;David;Gardening Gloves
a_106;14/03/2023;Trade payables;-14.76;David;Gardening Gloves
a_151;14/03/2023;Cost of merchandise, 19% input tax;343.14;Bob;Garden Shears
a_151;14/03/2023;Deductible input tax, 19%;65.2;Bob;Garden Shears
a_151;14/03/2023;Trade payables;-408.34;Bob;Garden Shears
a_703;14/03/2023;Trade payables;860.01;David;Wheelbarrow
a_703;14/03/2023;Bank (Postbank) — main account;-860.01;David;Wheelbarrow
a_819;14/03/2023;Trade payables;324.89;Fred;Rake
a_819;14/03/2023;Bank (Postbank) — main account;-324.89;Fred;Rake
b_183;14/03/2023;Cost of merchandise, 19% input tax;80.3;Bob;Wheelbarrow
b_183;14/03/2023;Deductible input tax, 19%;15.26;Bob;Wheelbarrow
b_183;14/03/2023;Trade payables;-95.56;Bob;Wheelbarrow
b_293;14/03/2023;Cost of merchandise, 19% input tax;64.9;Max;Leaf Blower
b_293;14/03/2023;Deductible input tax, 19%;12.33;Max;Leaf Blower
b_293;14/03/2023;Trade payables;-77.23;Max;Leaf Blower
b_583;14/03/2023;Trade payables;95.56;Bob;Wheelbarrow
b_583;14/03/2023;Cash-in-hand;-95.56;Bob;Wheelbarrow
c_120;14/03/2023;Trade receivables;33.18;David;Shovel
c_120;14/03/2023;Revenue, 19% VAT;-27.88;David;Shovel
c_120;14/03/2023;VAT payable, 19%;-5.3;David;Shovel
c_301;14/03/2023;Trade receivables;366.78;Alice;Lawn Mower
c_301;14/03/2023;Revenue, 19% VAT;-308.22;Alice;Lawn Mower
c_301;14/03/2023;VAT payable, 19%;-58.56;Alice;Lawn Mower
c_442;14/03/2023;Bank (Postbank) — main account;127.44;Alice;Leaf Blower
c_442;14/03/2023;Trade receivables;-127.44;Alice;Leaf Blower
f_223;14/03/2023;Trade payables;8.85;Fred;Gardening Gloves
f_223;14/03/2023;Bank (Postbank) — main account;-8.85;Fred;Gardening Gloves
f_338;14/03/2023;Trade payables;60.33;Bob;Shovel
f_338;14/03/2023;Bank (Postbank) — main account;-60.33;Bob;Shovel
f_36;14/03/2023;Cost of merchandise, 19% input tax;130.0;Max;Watering Can
f_36;14/03/2023;Deductible input tax, 19%;24.7;Max;Watering Can
f_36;14/03/2023;Trade payables;-154.7;Max;Watering Can
h_75;14/03/2023;Trade receivables;478.28;Charlie;Hedge Trimmer
h_75;14/03/2023;Revenue, 19% VAT;-401.92;Charlie;Hedge Trimmer
h_75;14/03/2023;VAT payable, 19%;-76.36;Charlie;Hedge Trimmer
i_99;14/03/2023;Cash-in-hand;31.54;Fred;Rake
i_99;14/03/2023;Trade receivables;-31.54;Fred;Rake
a_193;15/03/2023;Cost of merchandise, 19% input tax;2988.8;Alice;Lawn Mower
a_193;15/03/2023;Deductible input tax, 19%;567.87;Alice;Lawn Mower
a_193;15/03/2023;Trade payables;-3556.67;Alice;Lawn Mower
a_210;15/03/2023;Cost of merchandise, 19% input tax;40.0;Max;Watering Can
a_210;15/03/2023;Deductible input tax, 19%;7.6;Max;Watering Can
a_210;15/03/2023;Trade payables;-47.6;Max;Watering Can
a_406;15/03/2023;Cost of merchandise, 19% input tax;182.7;David;Hedge Trimmer
a_406;15/03/2023;Deductible input tax, 19%;34.71;David;Hedge Trimmer
a_406;15/03/2023;Trade payables;-217.41;David;Hedge Trimmer
a_651;15/03/2023;Trade payables;408.34;Bob;Garden Shears
a_651;15/03/2023;Bank (Postbank) — main account;-408.34;Bob;Garden Shears
a_86;15/03/2023;Cost of merchandise, 19% input tax;253.5;Max;Shovel
a_86;15/03/2023;Deductible input tax, 19%;48.17;Max;Shovel
a_86;15/03/2023;Trade payables;-301.67;Max;Shovel
b_295;15/03/2023;Cost of merchandise, 19% input tax;16.06;David;Rake
b_295;15/03/2023;Deductible input tax, 19%;3.05;David;Rake
b_295;15/03/2023;Trade payables;-19.11;David;Rake
b_572;15/03/2023;Trade payables;23.8;David;Garden Hose
b_572;15/03/2023;Cash-in-hand;-23.8;David;Garden Hose
b_693;15/03/2023;Trade payables;77.23;Max;Leaf Blower
b_693;15/03/2023;Cash-in-hand;-77.23;Max;Leaf Blower
c_329;15/03/2023;Trade receivables;637.19;David;Leaf Blower
c_329;15/03/2023;Revenue, 19% VAT;-535.45;David;Leaf Blower
c_329;15/03/2023;VAT payable, 19%;-101.74;David;Leaf Blower
c_525;15/03/2023;Bank (Postbank) — main account;2.44;David;Gardening Gloves
c_525;15/03/2023;Trade receivables;-2.44;David;Gardening Gloves
f_9;15/03/2023;Cost of merchandise, 19% input tax;321.1;Charlie;Shovel
f_9;15/03/2023;Deductible input tax, 19%;61.01;Charlie;Shovel
f_9;15/03/2023;Trade payables;-382.11;Charlie;Shovel
g_11;15/03/2023;Cost of merchandise, 19% input tax;144.48;Fred;Garden Shears
g_11;15/03/2023;Deductible input tax, 19%;27.45;Fred;Garden Shears
g_11;15/03/2023;Trade payables;-171.93;Fred;Garden Shears
g_255;15/03/2023;Trade payables;166.6;Fred;Watering Can
g_255;15/03/2023;Cash-in-hand;-166.6;Fred;Watering Can
h_113;15/03/2023;Bank (Postbank) — main account;78.54;Bob;Watering Can
h_113;15/03/2023;Trade receivables;-78.54;Bob;Watering Can
h_175;15/03/2023;Bank (Postbank) — main account;478.28;Charlie;Hedge Trimmer
h_175;15/03/2023;Trade receivables;-478.28;Charlie;Hedge Trimmer
i_61;15/03/2023;Cash-in-hand;366.78;Bob;Lawn Mower
i_61;15/03/2023;Trade receivables;-366.78;Bob;Lawn Mower
i_83;15/03/2023;Cash-in-hand;2.44;Fred;Gardening Gloves
i_83;15/03/2023;Trade receivables;-2.44;Fred;Gardening Gloves
x_52;15/03/2023;Wages and salaries;631.5;Alice;Social security Max March
x_52;15/03/2023;Statutory social security expenses;613.5;Alice;Social security Max March
x_52;15/03/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Max March
x_55;15/03/2023;Wages and salaries;631.5;Alice;Social security Alice March
x_55;15/03/2023;Statutory social security expenses;613.5;Alice;Social security Alice March
x_55;15/03/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Alice March
x_58;15/03/2023;Wages and salaries;631.5;Alice;Social security Bob March
x_58;15/03/2023;Statutory social security expenses;613.5;Alice;Social security Bob March
x_58;15/03/2023;Bank (Postbank) — main account;-1245.0;Alice;Social security Bob March
x_61;15/03/2023;Wages and salaries;568.35;Alice;Social security Charlie March
x_61;15/03/2023;Statutory social security expenses;552.15;Alice;Social security Charlie March
x_61;15/03/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security Charlie March
x_64;15/03/2023;Wages and salaries;568.35;Alice;Social security David March
x_64;15/03/2023;Statutory social security expenses;552.15;Alice;Social security David March
x_64;15/03/2023;Bank (Postbank) — main account;-1120.5;Alice;Social security David March
c_391;16/03/2023;Bank (Postbank) — main account;31.54;David;Rake
c_391;16/03/2023;Trade receivables;-31.54;David;Rake
c_690;16/03/2023;Bank (Postbank) — main account;788.32;Alice;Wheelbarrow
c_690;16/03/2023;Trade receivables;-788.32;Alice;Wheelbarrow
f_309;16/03/2023;Trade payables;1004.0;Bob;Leaf Blower
f_309;16/03/2023;Bank (Postbank) — main account;-1004.0;Bob;Leaf Blower
h_36;16/03/2023;Trade receivables;58.91;Fred;Watering Can
h_36;16/03/2023;Revenue, 19% VAT;-49.5;Fred;Watering Can
h_36;16/03/2023;VAT payable, 19%;-9.41;Fred;Watering Can
a_396;17/03/2023;Cost of merchandise, 19% input tax;321.1;Alice;Shovel
a_396;17/03/2023;Deductible input tax, 19%;61.01;Alice;Shovel
a_396;17/03/2023;Trade payables;-382.11;Alice;Shovel
a_499;17/03/2023;Cost of merchandise, 19% input tax;304.5;David;Hedge Trimmer
a_499;17/03/2023;Deductible input tax, 19%;57.86;David;Hedge Trimmer
a_499;17/03/2023;Trade payables;-362.36;David;Hedge Trimmer
a_573;17/03/2023;Trade payables;286.67;Max;Wheelbarrow
a_573;17/03/2023;Bank (Postbank) — main account;-286.67;Max;Wheelbarrow
a_606;17/03/2023;Trade payables;14.76;David;Gardening Gloves
a_606;17/03/2023;Bank (Postbank) — main account;-14.76;David;Gardening Gloves
a_609;17/03/2023;Trade payables;2.95;Alice;Gardening Gloves
a_609;17/03/2023;Bank (Postbank) — main account;-2.95;Alice;Gardening Gloves
b_159;17/03/2023;Cost of merchandise, 19% input tax;64.9;David;Leaf Blower
b_159;17/03/2023;Deductible input tax, 19%;12.33;David;Leaf Blower
b_159;17/03/2023;Trade payables;-77.23;David;Leaf Blower
b_268;17/03/2023;Cost of merchandise, 19% input tax;80.3;Alice;Wheelbarrow
b_268;17/03/2023;Deductible input tax, 19%;15.26;Alice;Wheelbarrow
b_268;17/03/2023;Trade payables;-95.56;Alice;Wheelbarrow
b_47;17/03/2023;Cost of merchandise, 19% input tax;60.9;Bob;Hedge Trimmer
b_47;17/03/2023;Deductible input tax, 19%;11.57;Bob;Hedge Trimmer
b_47;17/03/2023;Trade payables;-72.47;Bob;Hedge Trimmer
b_788;17/03/2023;Trade payables;77.23;Max;Leaf Blower
b_788;17/03/2023;Cash-in-hand;-77.23;Max;Leaf Blower
c_236;17/03/2023;Trade receivables;315.33;Max;Wheelbarrow
c_236;17/03/2023;Revenue, 19% VAT;-264.98;Max;Wheelbarrow
c_236;17/03/2023;VAT payable, 19%;-50.35;Max;Wheelbarrow
c_269;17/03/2023;Trade receivables;66.35;David;Shovel
c_269;17/03/2023;Revenue, 19% VAT;-55.76;David;Shovel
c_269;17/03/2023;VAT payable, 19%;-10.59;David;Shovel
c_306;17/03/2023;Trade receivables;1833.91;Alice;Lawn Mower
c_306;17/03/2023;Revenue, 19% VAT;-1541.1;Alice;Lawn Mower
c_306;17/03/2023;VAT payable, 19%;-292.81;Alice;Lawn Mower
c_68;17/03/2023;Trade receivables;119.57;David;Hedge Trimmer
c_68;17/03/2023;Revenue, 19% VAT;-100.48;David;Hedge Trimmer
c_68;17/03/2023;VAT payable, 19%;-19.09;David;Hedge Trimmer
f_109;17/03/2023;Cost of merchandise, 19% input tax;843.7;Bob;Leaf Blower
f_109;17/03/2023;Deductible input tax, 19%;160.3;Bob;Leaf Blower
f_109;17/03/2023;Trade payables;-1004.0;Bob;Leaf Blower
f_30;17/03/2023;Cost of merchandise, 19% input tax;50.0;Fred;Watering Can
f_30;17/03/2023;Deductible input tax, 19%;9.5;Fred;Watering Can
f_30;17/03/2023;Trade payables;-59.5;Fred;Watering Can
g_71;17/03/2023;Cost of merchandise, 19% input tax;200.0;David;Garden Hose
g_71;17/03/2023;Deductible input tax, 19%;38.0;David;Garden Hose
g_71;17/03/2023;Trade payables;-238.0;David;Garden Hose
h_14;17/03/2023;Trade receivables;94.61;Fred;Rake
h_14;17/03/2023;Revenue, 19% VAT;-79.5;Fred;Rake
h_14;17/03/2023;VAT payable, 19%;-15.11;Fred;Rake
h_69;17/03/2023;Trade receivables;58.91;Fred;Watering Can
h_69;17/03/2023;Revenue, 19% VAT;-49.5;Fred;Watering Can
h_69;17/03/2023;VAT payable, 19%;-9.41;Fred;Watering Can
a_52;20/03/2023;Cost of merchandise, 19% input tax;64.24;Alice;Rake
a_52;20/03/2023;Deductible input tax, 19%;12.21;Alice;Rake
a_52;20/03/2023;Trade payables;-76.45;Alice;Rake
a_710;20/03/2023;Trade payables;47.6;Max;Watering Can
a_710;20/03/2023;Bank (Postbank) — main account;-47.6;Max;Watering Can
a_906;20/03/2023;Trade payables;217.41;David;Hedge Trimmer
a_906;20/03/2023;Bank (Postbank) — main account;-217.41;David;Hedge Trimmer
a_999;20/03/2023;Trade payables;362.36;David;Hedge Trimmer
a_999;20/03/2023;Bank (Postbank) — main account;-362.36;David;Hedge Trimmer
b_189;20/03/2023;Cost of merchandise, 19% input tax;20.0;David;Garden Hose
b_189;20/03/2023;Deductible input tax, 19%;3.8;David;Garden Hose
b_189;20/03/2023;Trade payables;-23.8;David;Garden Hose
b_219;20/03/2023;Cost of merchandise, 19% input tax;1.24;Alice;Gardening Gloves
b_219;20/03/2023;Deductible input tax, 19%;0.24;Alice;Gardening Gloves
b_219;20/03/2023;Trade payables;-1.48;Alice;Gardening Gloves
b_490;20/03/2023;Trade payables;1.48;Alice;Gardening Gloves
b_490;20/03/2023;Cash-in-hand;-1.48;Alice;Gardening Gloves
b_668;20/03/2023;Trade payables;95.56;Alice;Wheelbarrow
b_668;20/03/2023;Cash-in-hand;-95.56;Alice;Wheelbarrow
b_695;20/03/2023;Trade payables;19.11;David;Rake
b_695;20/03/2023;Cash-in-hand;-19.11;David;Rake
c_639;20/03/2023;Bank (Postbank) — main account;597.86;Bob;Hedge Trimmer
c_639;20/03/2023;Trade receivables;-597.86;Bob;Hedge Trimmer
f_235;20/03/2023;Trade payables;362.0;Fred;Shovel
f_235;20/03/2023;Bank (Postbank) — main account;-362.0;Fred;Shovel
f_29;20/03/2023;Cost of merchandise, 19% input tax;1445.4;Bob;Wheelbarrow
f_29;20/03/2023;Deductible input tax, 19%;274.63;Bob;Wheelbarrow
f_29;20/03/2023;Trade payables;-1720.03;Bob;Wheelbarrow
f_296;20/03/2023;Trade payables;4445.84;Fred;Lawn Mower
f_296;20/03/2023;Bank (Postbank) — main account;-4445.84;Fred;Lawn Mower
h_132;20/03/2023;Bank (Postbank) — main account;157.66;Charlie;Wheelbarrow
h_132;20/03/2023;Trade receivables;-157.66;Charlie;Wheelbarrow
h_136;20/03/2023;Bank (Postbank) — main account;58.91;Fred;Watering Can
h_136;20/03/2023;Trade receivables;-58.91;Fred;Watering Can
h_15;20/03/2023;Trade receivables;70.92;Fred;Garden Shears
h_15;20/03/2023;Revenue, 19% VAT;-59.6;Fred;Garden Shears
h_15;20/03/2023;VAT payable, 19%;-11.32;Fred;Garden Shears
h_169;20/03/2023;Bank (Postbank) — main account;58.91;Fred;Watering Can
h_169;20/03/2023;Trade receivables;-58.91;Fred;Watering Can
x_69;20/03/2023;Other vehicle costs;780.0;Alice;Vehicle costs March
x_69;20/03/2023;Deductible input tax, 19%;148.2;Alice;Vehicle costs March
x_69;20/03/2023;Bank (Postbank) — main account;-928.2;Alice;Vehicle costs March
x_70;20/03/2023;Advertising expenses;1228.0;Alice;Advertising March
x_70;20/03/2023;Deductible input tax, 19%;233.32;Alice;Advertising March
x_70;20/03/2023;Bank (Postbank) — main account;-1461.32;Alice;Advertising March
a_218;21/03/2023;Cost of merchandise, 19% input tax;401.5;David;Wheelbarrow
a_218;21/03/2023;Deductible input tax, 19%;76.29;David;Wheelbarrow
a_218;21/03/2023;Trade payables;-477.79;David;Wheelbarrow
a_581;21/03/2023;Trade payables;434.83;Bob;Hedge Trimmer
a_581;21/03/2023;Bank (Postbank) — main account;-434.83;Bob;Hedge Trimmer
a_84;21/03/2023;Cost of merchandise, 19% input tax;64.24;Alice;Rake
a_84;21/03/2023;Deductible input tax, 19%;12.21;Alice;Rake
a_84;21/03/2023;Trade payables;-76.45;Alice;Rake
b_177;21/03/2023;Cost of merchandise, 19% input tax;80.3;Max;Wheelbarrow
b_177;21/03/2023;Deductible input tax, 19%;15.26;Max;Wheelbarrow
b_177;21/03/2023;Trade payables;-95.56;Max;Wheelbarrow
b_197;21/03/2023;Cost of merchandise, 19% input tax;16.06;Max;Rake
b_197;21/03/2023;Deductible input tax, 19%;3.05;Max;Rake
b_197;21/03/2023;Trade payables;-19.11;Max;Rake
b_210;21/03/2023;Cost of merchandise, 19% input tax;186.8;David;Lawn Mower
b_210;21/03/2023;Deductible input tax, 19%;35.49;David;Lawn Mower
b_210;21/03/2023;Trade payables;-222.29;David;Lawn Mower
b_447;21/03/2023;Trade payables;72.47;Bob;Hedge Trimmer
b_447;21/03/2023;Cash-in-hand;-72.47;Bob;Hedge Trimmer
b_619;21/03/2023;Trade payables;1.48;Alice;Gardening Gloves
b_619;21/03/2023;Cash-in-hand;-1.48;Alice;Gardening Gloves
c_230;21/03/2023;Trade receivables;239.14;Bob;Hedge Trimmer
c_230;21/03/2023;Revenue, 19% VAT;-200.96;Bob;Hedge Trimmer
c_230;21/03/2023;VAT payable, 19%;-38.18;Bob;Hedge Trimmer
c_289;21/03/2023;Trade receivables;597.86;Bob;Hedge Trimmer
c_289;21/03/2023;Revenue, 19% VAT;-502.4;Bob;Hedge Trimmer
c_289;21/03/2023;VAT payable, 19%;-95.46;Bob;Hedge Trimmer
c_596;21/03/2023;Bank (Postbank) — main account;63.07;Max;Rake
c_596;21/03/2023;Trade receivables;-63.07;Max;Rake
c_651;21/03/2023;Bank (Postbank) — main account;366.78;Alice;Lawn Mower
c_651;21/03/2023;Trade receivables;-366.78;Alice;Lawn Mower
c_671;21/03/2023;Bank (Postbank) — main account;35.46;Alice;Garden Shears
c_671;21/03/2023;Trade receivables;-35.46;Alice;Garden Shears
g_113;21/03/2023;Cost of merchandise, 19% input tax;10.0;Bob;Watering Can
g_113;21/03/2023;Deductible input tax, 19%;1.9;Bob;Watering Can
g_113;21/03/2023;Trade payables;-11.9;Bob;Watering Can
g_161;21/03/2023;Trade payables;171.93;Fred;Garden Shears
g_161;21/03/2023;Cash-in-hand;-171.93;Fred;Garden Shears
g_20;21/03/2023;Cost of merchandise, 19% input tax;3.72;Charlie;Gardening Gloves
g_20;21/03/2023;Deductible input tax, 19%;0.71;Charlie;Gardening Gloves
g_20;21/03/2023;Trade payables;-4.43;Charlie;Gardening Gloves
a_306;22/03/2023;Cost of merchandise, 19% input tax;1124.2;Bob;Wheelbarrow
a_306;22/03/2023;Deductible input tax, 19%;213.6;Bob;Wheelbarrow
a_306;22/03/2023;Trade payables;-1337.8;Bob;Wheelbarrow
a_310;22/03/2023;Cost of merchandise, 19% input tax;160.6;Alice;Wheelbarrow
a_310;22/03/2023;Deductible input tax, 19%;30.51;Alice;Wheelbarrow
a_310;22/03/2023;Trade payables;-191.11;Alice;Wheelbarrow
a_528;22/03/2023;Trade payables;238.0;Alice;Garden Hose
a_528;22/03/2023;Bank (Postbank) — main account;-238.0;Alice;Garden Hose
b_100;22/03/2023;Cost of merchandise, 19% input tax;18.06;Alice;Garden Shears
b_100;22/03/2023;Deductible input tax, 19%;3.43;Alice;Garden Shears
b_100;22/03/2023;Trade payables;-21.49;Alice;Garden Shears
b_90;22/03/2023;Cost of merchandise, 19% input tax;1.24;Alice;Gardening Gloves
b_90;22/03/2023;Deductible input tax, 19%;0.24;Alice;Gardening Gloves
b_90;22/03/2023;Trade payables;-1.48;Alice;Gardening Gloves
c_246;22/03/2023;Trade receivables;63.07;Max;Rake
c_246;22/03/2023;Revenue, 19% VAT;-53.0;Max;Rake
c_246;22/03/2023;VAT payable, 19%;-10.07;Max;Rake
c_299;22/03/2023;Trade receivables;39.27;Bob;Watering Can
c_299;22/03/2023;Revenue, 19% VAT;-33.0;Bob;Watering Can
c_299;22/03/2023;VAT payable, 19%;-6.27;Bob;Watering Can
c_31;22/03/2023;Trade receivables;35.46;Bob;Garden Shears
c_31;22/03/2023;Revenue, 19% VAT;-29.8;Bob;Garden Shears
c_31;22/03/2023;VAT payable, 19%;-5.66;Bob;Garden Shears
c_522;22/03/2023;Bank (Postbank) — main account;157.66;Max;Wheelbarrow
c_522;22/03/2023;Trade receivables;-157.66;Max;Wheelbarrow
c_580;22/03/2023;Bank (Postbank) — main account;239.14;Bob;Hedge Trimmer
c_580;22/03/2023;Trade receivables;-239.14;Bob;Hedge Trimmer
e_462;22/03/2023;Bank (Postbank) — main account;63.07;Alice;Rake
e_462;22/03/2023;Trade receivables;-63.07;Alice;Rake
f_158;22/03/2023;Cost of merchandise, 19% input tax;273.02;David;Rake
f_158;22/03/2023;Deductible input tax, 19%;51.87;David;Rake
